title,link,kind,isfeature
Đoán Xem Tôi Là Ai,https://ohitv.net/phim-le/dao-hai-tac-14-le-hoi-hai-tac/,phim gia tuong,No
Gà nugget,https://ohitv.net/phim-le/harry-potter-va-bao-boi-tu-than-phan-2/,phim gia tuong,No
Nghịch lý kẻ sát nhân,https://ohitv.net/phim-le/harry-potter-va-tu-nhan-azkaban/,phim gia tuong,No
Lift: Vụ Trộm Trên Không,https://ohitv.net/phim-bo/doi-mat-si-tinh/,sci fi fantasy,No
Nhập Vai,https://ohitv.net/phim-bo/tang-19/,sci fi fantasy,No
Những Điều Tồi Tệ,https://ohitv.net/phim-bo/co-di-ma-lay-chong-toi/,sci fi fantasy,No
Xin Chào Chúng Tôi Là Hoan Hỉ Thiên Đoàn,https://ohitv.net/phim-bo/trang-len-ban-ngay/,sci fi fantasy,No
Anh Từng Đến Tương Lai Của Em,https://ohitv.net/phim-bo/dien-canh-ky/,sci fi fantasy,No
Chúa Tể Quỷ Cấp 1 Và Anh Hùng Một Phòng,https://ohitv.net/phim-bo/hanh-phuc-chung-cu-co-doc/,sci fi fantasy,No
Wednesday,https://ohitv.net/phim-le/kung-fu-panda-4/,phim phieu luu,No
Em Là Của Anh,https://ohitv.net/phim-le/kung-fu-panda-4/,phim hoat hinh,No
Bệ Hạ Vạn Tuế,https://ohitv.net/phim-le/maboroshi/,phim hoat hinh,No
Cạm Bẫy Tình Yêu,https://ohitv.net/phim-bo/chua-te-quy-cap-1-va-anh-hung-mot-phong/,phim hoat hinh,No
Đảo Hải Tặc: Đảo Trên Trời,https://ohitv.net/phim-le/cu-up-ro-dau-tien/,phim hoat hinh,No
Tuổi Thơ Bá Đạo của Sheldon,https://ohitv.net/phim-le/one-piece-film-red/,phim hoat hinh,No
Đảo Hải Tặc 13: GOLD,https://ohitv.net/phim-bo/thanh-guom-diet-quy/,phim hoat hinh,No
Lời Hồi Đáp 1988,https://ohitv.net/phim-le/kung-fu-panda-3/,phim hoat hinh,No
